"","PROBEID","SYMBOL","ENTREZID","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"449","202643_s_at","TNFAIP3","7128","TNF alpha induced protein 3",-1.13415142869873,7.19899658390218,-4.55100137040799,0.00025846638267144,0.00104908933594782,0.131837850633965
"450","202645_s_at","MEN1","4221","menin 1",-0.601651871585679,8.55512191850251,-3.22529330225633,0.00478029247676629,0.00989565218321246,-2.7461747897309
"451","202647_s_at","NRAS","4893","NRAS proto-oncogene, GTPase",0.153667685443123,9.01964024670895,0.696415206276054,0.495228169843193,0.538465131375786,-6.77431542083484
"452","202651_at","LPGAT1","9926","lysophosphatidylglycerol acyltransferase 1",1.55002581038992,7.75294122030092,6.86052692386463,2.24446877379526e-06,3.40561581105721e-05,4.90555315829778
"453","202654_x_at","MARCH7","64844","membrane associated ring-CH-type finger 7",0.941105623593291,6.45150990730805,3.77799028279653,0.00141573485839788,0.00375551222916324,-1.55612519845775
"454","202656_s_at","SERTAD2","9792","SERTA domain containing 2",-1.1089733860838,7.66528052028716,-5.50065676313852,3.39803597924732e-05,0.000229068321989292,2.16659896339827
"455","202664_at","WIPF1","7456","WAS/WASL interacting protein family member 1",1.74898464202356,6.66484260176884,8.54289209192304,1.0959977234046e-07,4.04605826223532e-06,7.94526312561919
"456","202666_s_at","ACTL6A","86","actin like 6A",-0.0248600155336423,6.85882741291114,-0.0883671954774397,0.930578587966914,0.938141807960143,-7.0210041711746
"457","202669_s_at","EFNB2","1948","ephrin B2",-0.486080406206855,7.57716741715292,-2.34671892294465,0.0308153173137083,0.0454174424856509,-4.51506106155152
"458","202670_at","MAP2K1","5604","mitogen-activated protein kinase kinase 1",0.85971726846963,9.48857401270068,4.4379114778078,0.0003308889461502,0.00125745909560266,-0.114618173989198
"459","202672_s_at","ATF3","467","activating transcription factor 3",-2.91423540089119,8.53023584973409,-15.6458360204255,8.55483502704489e-12,1.32642717094331e-08,17.2117237908878
"460","202677_at","RASA1","5921","RAS p21 protein activator 1",2.17573126973749,7.61602844074132,10.2822194687145,6.99225993992582e-09,7.74392788346784e-07,10.6949674907196
"461","202679_at","NPC1","4864","NPC intracellular cholesterol transporter 1",0.610321187845821,8.15440246674845,3.22439045842181,0.004789734462547,0.00990858343452852,-2.74808764121599
"462","202680_at","GTF2E2","2961","general transcription factor IIE subunit 2",0.596536628923372,8.26644819101747,2.69223901741084,0.0150613462020616,0.0250968482389001,-3.8460074019523
"463","202690_s_at","SNRPD1","6632","small nuclear ribonucleoprotein D1 polypeptide",1.04125408866275,9.28853032892917,4.98943934757152,0.000100164101562108,0.000523792375959692,1.08054062051254
"464","202696_at","OXSR1","9943","oxidative stress responsive 1",0.752457217685496,9.09375779259014,3.69965104027121,0.00168328555331889,0.00428209064876281,-1.72652471919303
"465","202705_at","CCNB2","9133","cyclin B2",0.719761922085377,9.96940196041647,3.82469083897034,0.0012769110237126,0.00347037781291217,-1.45438119777654
"466","202708_s_at","HIST2H2BE","8349","histone cluster 2 H2B family member e",-1.96006145825242,7.46705152154376,-8.29141595890449,1.68114408306693e-07,5.60969056328513e-06,7.51560112204919
"467","202719_s_at","TES","26136","testin LIM domain protein",0.641256497948431,8.60698053291952,3.16192136659382,0.00548942407878851,0.0110824896278146,-2.88010587989733
"468","202722_s_at","GFPT1","2673","glutamine--fructose-6-phosphate transaminase 1",1.03253260866326,7.81904600756667,4.6815141199388,0.000194583255797483,0.00086323701892417,0.415516658773403
"469","202727_s_at","IFNGR1","3459","interferon gamma receptor 1",-0.605086817899204,8.32987498041602,-2.99983408898451,0.00780422971411495,0.0147028653362518,-3.2192436162977
"470","202732_at","PKIG","11142","cAMP-dependent protein kinase inhibitor gamma",0.389874545770461,6.74466311112308,1.99235091027475,0.0620131117290645,0.0836826194394382,-5.14959118228398
"471","202739_s_at","PHKB","5257","phosphorylase kinase regulatory subunit beta",-0.155112530476935,6.407348996528,-0.704067097746392,0.490565881339842,0.534144943130215,-6.76885076057036
"472","202742_s_at","PRKACB","5567","protein kinase cAMP-activated catalytic subunit beta",1.72007072736519,6.46505676005274,7.22498202384528,1.13016586982049e-06,2.18442707685022e-05,5.59737491158564
"473","202743_at","PIK3R3","8503","phosphoinositide-3-kinase regulatory subunit 3",0.584546416842851,7.90987944957992,2.85804277318256,0.0105872109858213,0.0188225831526804,-3.51121868812391
"474","202745_at","USP8","9101","ubiquitin specific peptidase 8",0.805680016568186,6.9603531582235,3.80844951212945,0.00132357467477583,0.00355871888682301,-1.48977764034947
"475","202761_s_at","SYNE2","23224","spectrin repeat containing nuclear envelope protein 2",0.957837076794982,6.47423644863031,5.00495916043717,9.6890180702457e-05,0.000508067872794885,1.1138696602533
"476","202762_at","ROCK2","9475","Rho associated coiled-coil containing protein kinase 2",1.98525700397774,8.10304715081353,7.84972472870298,3.63455500881575e-07,9.16321551409563e-06,6.74018582667316
"477","202763_at","CASP3","836","caspase 3",-0.673626450397345,7.04132054945261,-3.55010257102719,0.00234173720672589,0.00556028107048773,-2.05058922855494
"478","202766_s_at","FBN1","2200","fibrillin 1",0.434098130319814,10.374759904973,2.03427379957486,0.0572151852562462,0.0779886986723601,-5.07774158866844
"479","202768_at","FOSB","2354","FosB proto-oncogene, AP-1 transcription factor subunit",-0.707743478692532,6.2433278492413,-3.79412795376427,0.00136613545072288,0.00365052466597432,-1.52097940991329
"480","202775_s_at","SFSWAP","6433","splicing factor SWAP",0.360177975900292,6.54751625930318,1.69923671744389,0.106809967781486,0.135967861285052,-5.62403098195625
"481","202777_at","SHOC2","8036","SHOC2, leucine rich repeat scaffold protein",1.3642947442435,7.9534563813296,5.93239562861853,1.39693616634604e-05,0.000118035396507877,3.06177684447811
"482","202778_s_at","ZMYM2","7750","zinc finger MYM-type containing 2",1.5780060881396,6.55450976561862,5.86640732341887,1.59779591261045e-05,0.000130388555921184,2.92640157603286
"483","202784_s_at","NNT","23530","nicotinamide nucleotide transhydrogenase",-0.0996945563744607,8.83003122133897,-0.431663391707966,0.67120670606888,0.705324295330259,-6.92793601996607
"484","202786_at","STK39","27347","serine/threonine kinase 39",1.51934979157401,6.85342624606668,7.62051385675732,5.47754306197445e-07,1.21327578822734e-05,6.3272106845672
"485","202796_at","SYNPO","11346","synaptopodin",-0.700750656696012,7.24552744148564,-3.68405576232437,0.00174228713205695,0.00439612074573523,-1.76039992465889
"486","202797_at","SACM1L","22908","SAC1 like phosphatidylinositide phosphatase",0.624678458120191,8.08646571631145,2.74554983772907,0.0134548482299926,0.0228496628484157,-3.7392143626803
"487","202798_at","SEC24B","10427","SEC24 homolog B, COPII coat complex component",1.05932406069531,7.21968137746383,4.42514562831155,0.000340263584114371,0.00128053079410032,-0.142469635838339
"488","202804_at","ABCC1","4363","ATP binding cassette subfamily C member 1",1.1894641486568,8.97586954950812,6.4035912203248,5.44211690807416e-06,5.94225511687957e-05,4.01223660948767
"489","202808_at","WBP1L","54838","WW domain binding protein 1 like",0.841746837884322,8.59025190143405,4.53231774795996,0.000269215952987027,0.00108420606521139,0.0911579323461664
"490","202809_s_at","INTS3","65123","integrator complex subunit 3",0.517709870752469,9.43177937408181,2.44731742299086,0.0250928329801257,0.0383503573540511,-4.32477778746519
"491","202812_at","GAA","2548","glucosidase alpha, acid",-0.691267464325315,7.20355127760758,-3.51685280037007,0.00251986483343447,0.00587526379584984,-2.12237285843118
"492","202815_s_at","HEXIM1","10614","hexamethylene bisacetamide inducible 1",-2.45169173389934,8.1037863329298,-12.5898854427607,2.94300705542699e-10,1.14078310985989e-07,13.8149897702953
"493","202816_s_at","SS18","6760","SS18, nBAF chromatin remodeling complex subunit",1.07381982261761,6.92074995919856,4.64944476969262,0.000208616364486954,0.000902258502474259,0.345896336475768
"494","202818_s_at","ELOA","6924","elongin A",-0.487397510986096,8.95143744613919,-2.31337166439183,0.0329666574472231,0.0482670466212648,-4.57722839758556
"495","202822_at","LPP","4026","LIM domain containing preferred translocation partner in lipoma",0.661028177512319,8.14863963732794,3.46565187844982,0.00282076597891406,0.0064554946867989,-2.2326892221521
"496","202823_at","ELOC","6921","elongin C",-0.31248253934468,6.02517769263752,-1.55083163844051,0.138666525538997,0.172594936305861,-5.8436913244599
"497","202832_at","GCC2","9648","GRIP and coiled-coil domain containing 2",0.653844168128615,7.08205183788719,3.1550810176127,0.00557186882994712,0.011197903591488,-2.89452044115178
"498","202838_at","FUCA1","2517","alpha-L-fucosidase 1",-0.457731184966475,7.75063453840384,-2.29340595448982,0.0343206895353514,0.0500368868120003,-4.6142234672354
"499","202840_at","TAF15","8148","TATA-box binding protein associated factor 15",0.424321488242192,7.08785698455947,2.11231767109184,0.049167762369999,0.0680362477060986,-4.94155740717979
"500","202842_s_at","DNAJB9","4189","DnaJ heat shock protein family (Hsp40) member B9",-1.33749696109611,7.68023663055214,-6.83011813295578,2.37864485559181e-06,3.54623927749529e-05,4.84699489049004
"501","202844_s_at","RALBP1","10928","ralA binding protein 1",0.373777816214648,7.6802216320286,1.83050363878802,0.084093408705887,0.110170536711853,-5.41786130896235
"502","202847_at","PCK2","5106","phosphoenolpyruvate carboxykinase 2, mitochondrial",-0.582431874442435,7.4341514581382,-2.88580592918034,0.00997583991496275,0.0179437816567862,-3.45443250298834
"503","202853_s_at","RYK","6259","receptor-like tyrosine kinase",0.976563069124436,7.48443032445454,4.45373844614349,0.000319628847922984,0.00122669437798165,-0.0800961733631462
"504","202858_at","U2AF1","7307","U2 small nuclear RNA auxiliary factor 1",0.704623714401805,10.9131121569158,3.43752721440824,0.00300091935651959,0.00678269017825602,-2.29316289421177
"505","202859_x_at","CXCL8","3576","C-X-C motif chemokine ligand 8",-0.757008827463104,4.97767010919813,-4.10915086276758,0.000681373917040393,0.00218500514628526,-0.833035546433191
"506","202863_at","SP100","6672","SP100 nuclear antigen",0.510831060837436,6.45225025113734,2.57638864535312,0.0192067693755142,0.0306379587620728,-4.07502758215808
"507","202869_at","OAS1","4938","2'-5'-oligoadenylate synthetase 1",-0.187312484084179,6.73787747650158,-0.86623407336659,0.39797098491957,0.443764122342893,-6.63994196282918
"508","202870_s_at","CDC20","991","cell division cycle 20",0.814337677044316,9.91988826777616,3.56068129687916,0.00228772897277993,0.0054445491516428,-2.02772818872593
"509","202879_s_at","CYTH1","9267","cytohesin 1",-0.0463956450602936,7.35065104524907,-0.199557567006087,0.844104952855556,0.862177028591923,-7.0042449425743
"510","202883_s_at","PPP2R1B","5519","protein phosphatase 2 scaffold subunit Abeta",0.579459170252584,7.75213472255214,2.90010691423708,0.0096743733824146,0.0174217374325596,-3.42510600417092
"511","202887_s_at","DDIT4","54541","DNA damage inducible transcript 4",0.909059559868235,9.99871438589807,4.13721194315441,0.000640509050368418,0.00208417477984519,-0.771670102302026
"512","202890_at","MAP7","9053","microtubule associated protein 7",2.02532117995455,7.85742917540805,7.75580376476704,4.29613786540767e-07,1.04884098270655e-05,6.57184646807217
"513","202900_s_at","NUP88","4927","nucleoporin 88",0.458682478910028,8.82350451389373,2.39911853133102,0.0276975919957668,0.0415132148807805,-4.41644881107278
"514","202904_s_at","LSM5","23658","LSM5 homolog, U6 small nuclear RNA and mRNA degradation associated",-0.516403698622893,5.95153701993551,-2.19861149448189,0.0414806600966806,0.0588702640548314,-4.78747178963246
"515","202907_s_at","NBN","4683","nibrin",0.999495395900863,6.63335937709153,4.68372703411216,0.000193651080959199,0.000860332381166872,0.420318553889016
"516","202912_at","ADM","133","adrenomedullin",-1.63746697287008,8.02693647450278,-8.55260770144378,1.07820390921306e-07,4.02832568972254e-06,7.96169306677263
"517","202919_at","MOB4","25843","MOB family member 4, phocein",0.846830175027375,8.46804059217085,4.6385068721357,0.000213634576578062,0.000917608432144348,0.322137676618353
"518","202923_s_at","GCLC","2729","glutamate-cysteine ligase catalytic subunit",0.835384065275952,8.1451810343416,4.44391623912138,0.000326570272575388,0.00124998676156311,-0.101519450025798
"519","202933_s_at","YES1","7525","YES proto-oncogene 1, Src family tyrosine kinase",0.79831788082457,6.21233689614708,3.54465460980793,0.00237004289493691,0.00561030764671706,-2.06235834459465
"520","202934_at","HK2","3099","hexokinase 2",0.557783074871367,7.16369931891052,2.22973739707991,0.0389904094990232,0.0556928880039019,-4.73103195377265
"521","202935_s_at","SOX9","6662","SRY-box 9",-1.30310169512464,7.6004507581479,-5.55570464107719,3.03003993695955e-05,0.000208340440011343,2.2819427491012
"522","202946_s_at","BTBD3","22903","BTB domain containing 3",0.458130312032397,9.95800489683156,2.3174453694151,0.0326965552145675,0.0480171390140608,-4.56965916812505
"523","202948_at","IL1R1","3554","interleukin 1 receptor type 1",0.571795823650279,5.9735281320619,2.77748022299616,0.0125727126347973,0.0217082304457163,-3.67485396761045
"524","202951_at","STK38","11329","serine/threonine kinase 38",0.805375521778092,8.14813443503943,4.23883334274304,0.000512113922731427,0.00175670937432539,-0.549456333816357
"525","202956_at","ARFGEF1","10565","ADP ribosylation factor guanine nucleotide exchange factor 1",1.42671359071406,6.83410607079102,7.76840694140234,4.20052035958822e-07,1.03821991252654e-05,6.59450668943642
"526","202960_s_at","MUT","4594","methylmalonyl-CoA mutase",0.649939546541356,7.30313416538634,3.31901919149855,0.00389341617833516,0.00834773116436134,-2.54690177254066
"527","202971_s_at","DYRK2","8445","dual specificity tyrosine phosphorylation regulated kinase 2",-0.966298127689331,6.38117813962126,-3.6669922036152,0.00180920733125811,0.00452083153443303,-1.79744482074877
"528","202973_x_at","FAM13A","10144","family with sequence similarity 13 member A",0.882916607514646,6.88967544435584,4.61423042027797,0.000225215501652175,0.000942501039977589,0.269382579817731
"529","202975_s_at","RHOBTB3","22836","Rho related BTB domain containing 3",0.9866610207119,9.36758974548242,3.35531930899028,0.00359530455498405,0.00783917448965781,-2.46937575231674
"530","202979_s_at","CREBZF","58487","CREB/ATF bZIP transcription factor",-0.545097545207054,6.64329225734614,-2.10381925679594,0.0499911995225035,0.0690832039747251,-4.95653627624518
"531","202984_s_at","BAG5","9529","BCL2 associated athanogene 5",-1.44359586919276,6.50740535341078,-6.30925735833654,6.55700971931962e-06,6.68858129592439e-05,3.82428391303177
"532","202997_s_at","LOXL2","4017","lysyl oxidase like 2",0.0351683687213695,6.82621738340531,0.163969674767115,0.871615876900806,0.886190437465376,-7.01101373331788
"533","203002_at","AMOTL2","51421","angiomotin like 2",-1.26757008243467,8.47793164031711,-6.12901833671231,9.39260149592904e-06,8.76793896290376e-05,3.461896898189
"534","203006_at","INPP5A","3632","inositol polyphosphate-5-phosphatase A",1.29414571992133,8.85804941343442,6.97680762469303,1.7996720623096e-06,2.98437597070699e-05,5.12829135134667
"535","203013_at","ECD","11319","ecdysoneless cell cycle regulator",0.690781388682395,7.8241217097571,3.66632266298946,0.00181188473077899,0.00452387644939263,-1.7988979599708
"536","203017_s_at","SSX2IP","117178","SSX family member 2 interacting protein",0.827770353671976,6.88305738686644,4.62256984527147,0.000221166959349596,0.000930581738050336,0.287508517765786
"537","203021_at","SLPI","6590","secretory leukocyte peptidase inhibitor",-0.702560449078975,10.3592895713372,-3.43581489010731,0.00301224812264039,0.00679958944556649,-2.29684177594031
"538","203023_at","NOP16","51491","NOP16 nucleolar protein",-0.910075918054966,8.78173902761644,-4.07384864932167,0.000736535440154209,0.00230882995633141,-0.910231123944781
"539","203024_s_at","C5orf15","56951","chromosome 5 open reading frame 15",-0.784370883972555,9.26945461539704,-4.15632893839164,0.000614092272335512,0.00201513241958987,-0.729863627116251
"540","203026_at","ZBTB5","9925","zinc finger and BTB domain containing 5",-0.540525401658222,8.87741769349672,-2.86316985749584,0.0104716492467422,0.0186624047782457,-3.50074662994503
"541","203032_s_at","FH","2271","fumarate hydratase",0.0371622509309963,7.17993677377811,0.155191886342673,0.878428968714222,0.890961225629722,-7.01248016593054
"542","203038_at","PTPRK","5796","protein tyrosine phosphatase, receptor type K",2.46939785418888,8.55977193731816,11.8912884896822,7.29396738712939e-10,2.16968339216172e-07,12.9273855766865
"543","203043_at","ZBED1","9189","zinc finger BED-type containing 1",0.228454506114957,8.53127880320671,1.11105476035243,0.281434077041975,0.32479608221331,-6.39977056603819
"544","203044_at","CHSY1","22856","chondroitin sulfate synthase 1",0.661223572087087,7.9499917011986,2.98398384354225,0.00807602798530726,0.0151139183961604,-3.25211524894704
"545","203049_s_at","TTC37","9652","tetratricopeptide repeat domain 37",-0.150915298110927,7.30276718443431,-0.57576539359773,0.572034024775541,0.612104041003779,-6.85294359398067
"546","203050_at","TP53BP1","7158","tumor protein p53 binding protein 1",0.732234230977401,8.64930696053424,4.09152837190686,0.000708369671228096,0.00224606784302487,-0.871571798814272
"547","203062_s_at","MDC1","9656","mediator of DNA damage checkpoint 1",0.378991429523124,8.35428250455781,1.90935583345699,0.0725895333470497,0.0964439344083981,-5.28901724820269
"548","203064_s_at","FOXK2","3607","forkhead box K2",0.829556807294368,7.93525280962666,4.28589546793278,0.000461785541749008,0.00161624939612153,-0.446581642796553
"549","203065_s_at","CAV1","857","caveolin 1",-0.0416943042633591,10.018762179422,-0.175998664708645,0.862296183607173,0.877578098249374,-7.00887356045508
"550","203066_at","CHST15","51363","carbohydrate sulfotransferase 15",0.973131413463078,7.00834421603839,4.97719622039145,0.000102826419064651,0.000532328423237866,1.05423430377232
"551","203067_at","PDHX","8050","pyruvate dehydrogenase complex component X",1.16463094770955,8.51568907967705,6.00197169434606,1.21317769213291e-05,0.000106876818843868,3.20392335742575
"552","203068_at","KLHL21","9903","kelch like family member 21",-0.815545919740611,8.39181494602254,-3.8707363949478,0.00115337353032785,0.00322798855374247,-1.35396496883364
"553","203072_at","MYO1E","4643","myosin IE",1.34409392781093,7.45424822692969,7.2872121607256,1.00703812188272e-06,2.00181103587072e-05,5.71364987977259
"554","203075_at","SMAD2","4087","SMAD family member 2",1.13252635310781,8.65421462523099,5.9109273524117,1.45925569595908e-05,0.000121643868633578,3.01779389402187
"555","203079_s_at","CUL2","8453","cullin 2",0.800273088955517,7.63206918677984,4.08915678702244,0.000712083982872069,0.00225297021293724,-0.876757756917407
"556","203080_s_at","BAZ2B","29994","bromodomain adjacent to zinc finger domain 2B",1.512271504481,5.69922212907335,7.61570724363764,5.52527286681709e-07,1.21516816737587e-05,6.31847243366762
"557","203082_at","BMS1","9790","BMS1, ribosome biogenesis factor",0.46387029435636,8.44482232724846,2.40105039461495,0.0275884907947304,0.0414094433467856,-4.41279204594973
"558","203087_s_at","KIF2A","3796","kinesin family member 2A",1.26250322700712,7.8888072261528,6.23089240735695,7.66189405169175e-06,7.56673039945736e-05,3.66724838750393
"559","203088_at","FBLN5","10516","fibulin 5",0.0407834221319305,9.25555158774188,0.136897689279564,0.892659318936525,0.903438821156058,-7.0152778364522
"560","203090_at","SDF2","6388","stromal cell derived factor 2",-0.520058073798932,8.72993448923162,-2.82869658414035,0.0112727033840873,0.0198843305995761,-3.57102675951774
"561","203091_at","FUBP1","8880","far upstream element binding protein 1",0.727082762995265,9.08222265901152,3.78324903427189,0.00139937742218938,0.00372167185781242,-1.54467382301596
"562","203092_at","TIMM44","10469","translocase of inner mitochondrial membrane 44",-0.425285478412729,7.99683057945961,-2.05204717218301,0.0552842180807661,0.0756559401008189,-5.04700165143554
"563","203094_at","MAD2L1BP","9587","MAD2L1 binding protein",-1.31594034208959,8.71931983152445,-6.98317939100318,1.77811715072949e-06,2.98050880238495e-05,5.1404422764629
"564","203095_at","MTIF2","4528","mitochondrial translational initiation factor 2",0.658564001977965,8.17760236987206,3.4450951145257,0.00295135266164203,0.00668039752098681,-2.27689935148205
"565","203097_s_at","RAPGEF2","9693","Rap guanine nucleotide exchange factor 2",1.40786189958791,7.29039822262742,6.28487687359171,6.8819010951717e-06,6.90639977220953e-05,3.77551492394288
"566","203098_at","CDYL","9425","chromodomain Y like",1.24860378797936,8.01329972282515,6.3792021502589,5.71010116635258e-06,6.11560905985668e-05,3.96375739193732
"567","203102_s_at","MGAT2","4247","mannosyl (alpha-1,6-)-glycoprotein beta-1,2-N-acetylglucosaminyltransferase",-0.556756287820711,9.12131421806085,-2.48088617174907,0.0234166122474584,0.0362349873150541,-4.26040655554884
"568","203119_at","CCDC86","79080","coiled-coil domain containing 86",-0.644981399298498,9.44661376042404,-2.70760749775104,0.0145803071109777,0.0244265436797093,-3.81530806425478
"569","203120_at","TP53BP2","7159","tumor protein p53 binding protein 2",0.436554560068291,7.28349885789476,2.13277122874162,0.0472363890171878,0.0658337268954155,-4.90536077517259
"570","203122_at","TRAPPC12","51112","trafficking protein particle complex 12",0.798372888181421,6.85889310977169,4.19123363238457,0.00056865939357222,0.00189207379771186,-0.65353390956848
"571","203124_s_at","SLC11A2","4891","solute carrier family 11 member 2",0.602647035822055,7.04956161813803,3.10522804213639,0.00621041625147666,0.0121950188769086,-2.99931457613236
"572","203132_at","RB1","5925","RB transcriptional corepressor 1",1.8767419410651,5.58045526576571,6.96327088905707,1.84637019521374e-06,3.02983959142796e-05,5.10245811242222
"573","203137_at","WTAP","9589","WT1 associated protein",1.14296755963317,8.37030204279715,5.99912276108341,1.22018910605164e-05,0.000107189983508955,3.19811486186198
"574","203139_at","DAPK1","1612","death associated protein kinase 1",0.649885369348342,6.16547107913981,3.51787860499541,0.00251417347607133,0.00586920239936545,-2.12015987052018
"575","203153_at","IFIT1","3434","interferon induced protein with tetratricopeptide repeats 1",0.101729031576872,6.72065032893375,0.29912033843566,0.768337612256653,0.792619739057845,-6.97831411917913
"576","203156_at","AKAP11","11215","A-kinase anchoring protein 11",0.209618267164696,7.41117874360649,1.02887005383082,0.317418693673905,0.3620137436862,-6.48630133848325
"577","203171_s_at","RRP8","23378","ribosomal RNA processing 8",-0.707149384988593,8.65153044451555,-3.56431230310493,0.00226947797357529,0.0054052620553433,-2.01987902792893
"578","203177_x_at","TFAM","7019","transcription factor A, mitochondrial",-1.2183562293702,8.13500768256911,-5.71835766863728,2.1642129054844e-05,0.000162499375784676,2.62074048582139
"579","203182_s_at","SRPK2","6733","SRSF protein kinase 2",2.00279982125485,6.2939858048018,8.37186639390738,1.46483576567026e-07,5.2212134590155e-06,7.65397938279473
"580","203183_s_at","SMARCD1","6602","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 1",-0.0681686405431412,7.77056330153533,-0.299204036227436,0.768274801942916,0.792619739057845,-6.97828800136636
"581","203184_at","FBN2","2201","fibrillin 2",0.179483686784281,7.88735016158368,0.763134723430046,0.455451018164182,0.500302375957183,-6.7247765160861
"582","203192_at","ABCB6","10058","ATP binding cassette subfamily B member 6 (Langereis blood group)",-0.293177161811338,8.81679078129918,-1.21744030983586,0.239445248506381,0.281684262374161,-6.27925560635424
"583","203196_at","ABCC4","10257","ATP binding cassette subfamily C member 4",0.440935289161417,7.36894132389832,2.18410806173688,0.0426902685293998,0.060310944286865,-4.81361724501349
"584","203200_s_at","MTRR","4552","5-methyltetrahydrofolate-homocysteine methyltransferase reductase",0.417463896431979,9.31105833232957,2.13924096340977,0.0466400431300656,0.0651196640010506,-4.89386864086003
"585","203201_at","PMM2","5373","phosphomannomutase 2",1.11202149209601,8.11443029292822,5.75032531069284,2.02648690569346e-05,0.000156321788421777,2.68696376864662
"586","203202_at","KRR1","11103","KRR1, small subunit processome component homolog",0.174938931632536,6.99573845166459,0.797037063346024,0.436008474092791,0.481332245696599,-6.69798034112359
"587","203208_s_at","MTFR1","9650","mitochondrial fission regulator 1",0.656218258641293,8.26545424078948,3.30200799953697,0.00404137363994137,0.00857789162043682,-2.58316834040855
"588","203211_s_at","MTMR2","8898","myotubularin related protein 2",0.486860765652908,9.07623561345757,2.35065511037155,0.0305701946067191,0.0451419873692552,-4.50769239357675
"589","203213_at","CDK1","983","cyclin dependent kinase 1",0.295765168994247,9.32403480127016,1.22140610454634,0.237977818799481,0.280074556605295,-6.2745821331152
"590","203230_at","DVL1","1855","dishevelled segment polarity protein 1",0.68597211723586,8.59134186995385,3.36566905772113,0.00351451144718022,0.0076966807893403,-2.44723879038607
"591","203232_s_at","ATXN1","6310","ataxin 1",2.01564847244745,4.84539277627941,9.86250074278817,1.31633276991788e-08,9.07099537670079e-07,10.0654665362951
"592","203239_s_at","CNOT3","4849","CCR4-NOT transcription complex subunit 3",0.115333407862541,6.82062858364945,0.471145308237623,0.643301115313938,0.679222594003582,-6.90946615639255
"593","203241_at","UVRAG","7405","UV radiation resistance associated",1.5936244029503,6.43115069950489,8.24724109497332,1.81385204225892e-07,5.79871668355145e-06,7.43924658611177
"594","203246_s_at","NPRL2","10641","NPR2 like, GATOR1 complex subunit",-0.39892487745834,8.49061359752994,-1.86115836810581,0.0794427864987383,0.104430725278757,-5.36820274761348
"595","203250_at","SCAF8","22828","SR-related CTD associated factor 8",0.584036232140181,7.67432353285852,2.85004215568169,0.0107700026269929,0.0190844446550314,-3.5275463879479
"596","203253_s_at","PPIP5K2","23262","diphosphoinositol pentakisphosphate kinase 2",0.849519854892546,6.97259199251767,4.04447735255888,0.000785841032908436,0.0024320289850789,-0.974449157245258
"597","203254_s_at","TLN1","7094","talin 1",0.0538638605029576,8.44203171235278,0.162838405537657,0.872493369796366,0.886458300449782,-7.0112072396184
"598","203266_s_at","MAP2K4","6416","mitogen-activated protein kinase kinase 4",1.238129254951,6.90813166085877,6.45268881525156,4.94137781424706e-06,5.65432199335061e-05,4.10958755022673
"599","203269_at","NSMAF","8439","neutral sphingomyelinase activation associated factor",0.464574829093726,7.34841830296175,2.26479638953797,0.0363510115249583,0.0524056191254745,-4.66693373814698
"600","203273_s_at","TUSC2","11334","tumor suppressor 2, mitochondrial calcium regulator",-0.635083850096805,8.57268313536155,-3.19552089191091,0.00510149163324137,0.0104214265841117,-2.80918191871554
"601","203276_at","LMNB1","4001","lamin B1",1.68463368247441,7.66945848664841,8.14874483355551,2.15063018042178e-07,6.53833744067444e-06,7.26804651777909
"602","203278_s_at","PHF21A","51317","PHD finger protein 21A",0.730424229960579,6.95743767854229,3.97079190445806,0.000924648881331744,0.00275176216987499,-1.1354986358878
"603","203285_s_at","HS2ST1","9653","heparan sulfate 2-O-sulfotransferase 1",1.2045828964907,5.28624158947195,5.95174953985705,1.34310733949635e-05,0.000114737626991135,3.10137868083977
"604","203286_at","RNF44","22838","ring finger protein 44",-1.07123547039372,8.01777299969033,-5.63387894163974,2.57649847353189e-05,0.000183671764745342,2.44515712819993
"605","203291_at","CNOT4","4850","CCR4-NOT transcription complex subunit 4",0.768571155471309,7.21086270242564,3.31597612520648,0.0039194861648023,0.00837327577286674,-2.55339242739963
"606","203293_s_at","LMAN1","3998","lectin, mannose binding 1",-0.322298511252412,6.99168372891384,-1.19395813684908,0.248276461065915,0.290639979526389,-6.30666447155982
"607","203298_s_at","JARID2","3720","jumonji and AT-rich interaction domain containing 2",0.522776586846722,7.32240300409646,2.81980445167987,0.0114887234373412,0.0201621569774732,-3.58910422043819
"608","203301_s_at","DMTF1","9988","cyclin D binding myb like transcription factor 1",0.194029602230441,7.077712970153,0.922071606546117,0.368909878682722,0.415241210088973,-6.58988347293479
"609","203302_at","DCK","1633","deoxycytidine kinase",0.444006638361949,6.44915618913639,2.00967417130798,0.0599882638651774,0.0811975583788369,-5.12001483698903
"610","203303_at","DYNLT3","6990","dynein light chain Tctex-type 3",-0.406774558155581,10.1329964018318,-2.12157854744833,0.0482845336374716,0.0670834851298385,-4.92519393722248
"611","203304_at","BAMBI","25805","BMP and activin membrane bound inhibitor",-2.0440627040556,8.42991299780897,-11.1253876582833,2.0734398792092e-09,3.78219827378101e-07,11.8990988849522
"612","203306_s_at","SLC35A1","10559","solute carrier family 35 member A1",0.552884974519533,7.17269010996467,2.65723302865828,0.0162142865960944,0.026645735418383,-3.91566279198934
